"X","ministro","ministerio","presidente","correccion_fechadeentrada","correccion_fechadesalida","diferencia_dias","duration_minister_in_yrs","comienzo_administracion","fin_administracion","comienzo_regimen","fin_regimen","x1_administracion","x2_administracion","x1_regimen","x2_regimen","dummy_replacement","tipo_regimen","clasificacion_area","clasificacion_area_amplio","cantidaddevecesqueocupounm","informacion_personal_nacimiento_date","provincia_nacimiento","educacion_educado_en","informacion_profesional_ocupacion","informacion_profesional_partido_politico","informacion_personal_nacimiento_place","informacion_personal_fallecimiento_date","informacion_personal_fallecimiento_place","informacion_personal_nacionalidad","informacion_profesional_miembro_de","informacion_profesional_rama_militar","informacion_profesional_rango_militar","Year"
609,"Ricardo Otero","trabajo","Juan D. Perón 3",1973-10-12,1975-06-30,626,1.7138945927447,"1973-10-12","1974-07-01","1973-05-25","1976-03-24",626,-364,766,268,0,"Democracia","Área Social","Área Social",3,"1922-05-16",NA,NA,"Obrero industrial y sindicalista","Partido Justicialista","(Argentina)","1992-08-23","Buenos Aires (Argentina)","Española",NA,NA,NA,1973
610,"Antonio Juan Benitez","justicia","Juan D. Perón 3",1973-10-12,1975-07-11,637,1.74401095140315,"1973-10-12","1974-07-01","1973-05-25","1976-03-24",637,-375,777,257,0,"Democracia","Área político-Institucional","Área Justicia-Otros",5,"1903-03-03","Santa Fe","Universidad Nacional del Litoral","abogado","Unión Cívica RadicalUnión Cívica Radical Junta RenovadoraPartido Peronista","Rosario, Argentina","1992-06-14","Buenos Aires, Argentina","Argentina",NA,NA,NA,1973
611,"Alberto Luis Rocamora","interior","María Estela Martínez de Perón",1974-08-14,1975-07-11,331,0.906228610540726,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",375,257,777,257,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1911-01-01","Buenos Aires","Universidad de Buenos Aires","Abogado","Justicialista","Buenos Aires (Argentina)","2004-07-12","Buenos Aires, Argentina","Argentina",NA,NA,NA,1974
612,"Antonio Juan Benitez","interior","María Estela Martínez de Perón",1975-07-11,1975-08-11,31,0.0848733744010951,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",406,226,808,226,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",5,"1903-03-03","Santa Fe","Universidad Nacional del Litoral","abogado","Unión Cívica RadicalUnión Cívica Radical Junta RenovadoraPartido Peronista","Rosario, Argentina","1992-06-14","Buenos Aires, Argentina","Argentina",NA,NA,NA,1975
613,"Vicente Damasco","interior","María Estela Martínez de Perón",1975-08-11,1975-09-16,36,0.0985626283367557,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",442,190,844,190,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1925-08-25","Buenos Aires","Colegio Militar de la Nación","Militar","Partido Justicialista","Buenos Aires","2001-11-14",NA,"Argentina",NA,"Ejército Argentino","Coronel",1975
614,"Angel Robledo","interior","María Estela Martínez de Perón",1975-09-16,1976-01-15,121,0.331279945242984,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",563,69,965,69,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",5,"1917-07-18","Santa Fe","Universidad Nacional del Litoral","Abogado","Partido Justicialista","Bustinza, Argentina","2004-11-14","Buenos Aires, Argentina","Argentina",NA,NA,NA,1975
615,"Roberto Antonio Ares","interior","María Estela Martínez de Perón",1976-01-15,1976-03-24,69,0.188911704312115,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",632,0,1034,0,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1912-04-18","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Justicialista","Buenos Aires, Argentina","1984-03-29","Buenos Aires, Argentina","Argentina",NA,NA,NA,1976
616,"Angel Robledo","relaciones exteriores y culto","María Estela Martínez de Perón",1975-08-11,1975-10-02,52,0.142368240930869,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",458,174,860,174,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",5,"1917-07-18","Santa Fe","Universidad Nacional del Litoral","Abogado","Partido Justicialista","Bustinza, Argentina","2004-11-14","Buenos Aires, Argentina","Argentina",NA,NA,NA,1975
617,"Manuel Guillermo Luis Arauz Caster","relaciones exteriores y culto","María Estela Martínez de Perón",1975-10-02,1976-01-16,106,0.290212183436003,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",564,68,966,68,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975
618,"Raul Alberto Quijano","relaciones exteriores y culto","María Estela Martínez de Perón",1976-01-16,1976-03-24,68,0.186173853524983,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",632,0,1034,0,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",NA,"1923-12-13","Santa Fe","Universidad de Buenos Aires","Abogado, diplomático","Partido Justicialista","Santa Fe (Argentina)","2006-04-14","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1976
619,"Adolfo Mario Savino","defensa","María Estela Martínez de Perón",1974-08-14,1975-07-11,331,0.906228610540726,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",375,257,777,257,1,"Democracia","Área político-Institucional","Área Defensa",NA,"1918-05-02","Buenos Aires",NA,"Funcionario",NA,"Remedios de Escalada (Argentina)",NA,"Roma, Italia","Argentina",NA,NA,NA,1974
620,"Jorge Ernesto Garrido","defensa","María Estela Martínez de Perón",1975-07-11,1975-09-16,67,0.183436002737851,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",442,190,844,190,1,"Democracia","Área político-Institucional","Área Defensa",1,"1903-11-03","Buenos Aires",NA,"Escribano Público",NA,"Buenos Aires, Argentina","1985-08-12","Buenos Aires, Argentina","Argentina",NA,NA,NA,1975
621,"Tomas Salvador Erasmo Vottero","defensa","María Estela Martínez de Perón",1975-09-16,1976-01-22,128,0.350444900752909,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",570,62,972,62,1,"Democracia","Área político-Institucional","Área Defensa",1,"1909-01-01",NA,NA,"Abogado y político",NA,"Argentina",NA,"Buenos Aires, Argentina","Argentina",NA,NA,NA,1975
622,"Ricardo Cesar Guardo","defensa","María Estela Martínez de Perón",1976-01-22,1976-03-12,50,0.136892539356605,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",620,12,1022,12,1,"Democracia","Área político-Institucional","Área Defensa",1,"1908-10-21","Buenos Aires","Universidad Nacional de La Plata","Político y odontólogo","Unión Cívica Radical Junta Renovadora
Partido Peronista","Buenos Aires, Argentina",NA,"Argentina","Argentina",NA,NA,NA,1976
623,"José Alberto Deheza","defensa","María Estela Martínez de Perón",1976-03-12,1976-03-24,12,0.0328542094455852,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",632,0,1034,0,0,"Democracia","Área político-Institucional","Área Defensa",2,"1921-06-16","Salta","Universidad Nacional de Córdoba","Abogado","Partido Justicialista[1]​","Salta (Argentina)","2001-09-10",NA,"Argentina",NA,NA,NA,1976
624,"Oscar Ivanissevich","cultura y educación","María Estela Martínez de Perón",1974-08-14,1975-08-11,362,0.991101984941821,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",406,226,808,226,1,"Democracia","Área Social","Área Cultura-Ciencia-Educación",2,"1895-08-05","Buenos Aires",NA,"Médico y político","Partido Justicialista","Ciudad de Buenos Aires, Argentina","1976-06-05","Ciudad de Buenos Aires, Argentina","Argentina",NA,NA,NA,1974
625,"Pedro José Arrighi","cultura y educación","María Estela Martínez de Perón",1975-08-11,1976-03-24,226,0.618754277891855,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",632,0,1034,0,0,"Democracia","Área Social","Área Cultura-Ciencia-Educación",NA,"1916-06-30","Buenos Aires",NA,"Economista","Partido Justicialista","Buenos Aires, Argentina","1986-12-30","Buenos Aires, Argentina","Argentina",NA,NA,NA,1975
626,"Alfredo Goméz Morales","economía","María Estela Martínez de Perón",1974-10-21,1975-06-02,224,0.613278576317591,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",336,296,738,296,1,"Democracia","Área Económica-Productiva","Área Económica",3,"1908-03-29","Buenos Aires","Universidad de Buenos Aires","Economista","Partido Peronista","Buenos Aires (Argentina)","1990-10-12","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1974
627,"Celestino Rodrigo","economía","María Estela Martínez de Perón",1975-06-02,1975-07-22,50,0.136892539356605,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",386,246,788,246,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1915-05-19","Buenos Aires","Universidad de Buenos Aires","Ingeniero","Justicialista","Buenos Aires (Argentina)","1987-12-13","Mar del Plata (Argentina)","Argentina",NA,NA,NA,1975
628,"Pedro José Bonanni","economía","María Estela Martínez de Perón",1975-07-22,1975-08-14,23,0.0629705681040383,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",409,223,811,223,1,"Democracia","Área Económica-Productiva","Área Económica",NA,"1906-01-01","Entre Ríos","Universidad de Buenos Aires","Abogado y contador","Partido Justicialista","Concordia (Argentina)",NA,NA,"Argentina",NA,NA,NA,1975
629,"Antonio Francisco Cafiero","economía","María Estela Martínez de Perón",1975-08-14,1976-02-04,174,0.476386036960986,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",583,49,985,49,1,"Democracia","Área Económica-Productiva","Área Económica",5,"1922-09-12","Buenos Aires","Universidad de Buenos Aires","Contador público, político","Partido Justicialista","Buenos Aires (Argentina)","2014-10-13","San Isidro, provincia de Buenos Aires (Argentina)","Argentina",NA,NA,NA,1975
630,"Emilio Mondelli","economía","María Estela Martínez de Perón",1976-02-04,1976-03-24,49,0.134154688569473,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",632,0,1034,0,0,"Democracia","Área Económica-Productiva","Área Económica",1,"1914-11-21","Buenos Aires",NA,"Banquero y economista",NA,"Lincoln, Provincia de Buenos Aires (Argentina)","1993-05-13","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1976
631,"Carlos Alberto Emery","bienestar social","María Estela Martínez de Perón",1975-08-11,1975-10-29,79,0.216290212183436,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",485,147,887,147,1,"Democracia","Área Social","Área Social",3,"1904-04-02","Buenos Aires","Universidad de Buenos Aires","Ingeniero Agrónomo","Partido Peronista","Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,1975
632,"Anibal Vicente Demarco","bienestar social","María Estela Martínez de Perón",1975-10-29,1976-03-24,147,0.402464065708419,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",632,0,1034,0,0,"Democracia","Área Social","Área Social",1,"1927-01-01","Buenos Aires",NA,"Político y empresario","Partido Peronista","Buenos Aires (Argentina)","2007-10-21","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1975
633,"Carlos Alejandro Gustavo Villone","agricultura y ganaderia","María Estela Martínez de Perón",1975-07-11,1975-07-21,10,0.027378507871321,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",385,247,787,247,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1934-01-01","Buenos Aires",NA,"Funcionario","Partido Justicialista","Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,1975
634,"Rodolfo Alberto Roballos","agricultura y ganaderia","María Estela Martínez de Perón",1975-07-21,1976-03-24,247,0.676249144421629,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",632,0,1034,0,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1921-01-01","Entre Ríos",NA,"Funcionario",NA,"Paraná, Argentina","2022-01-01","Buenos Aires, Argentina","Argentina",NA,NA,NA,1975
635,"Cecilio Conditi","trabajo","María Estela Martínez de Perón",1975-06-30,1975-08-11,42,0.114989733059548,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",406,226,808,226,1,"Democracia","Área Social","Área Social",1,"1914-02-23","Buenos Aires",NA,NA,"Partido Justicialista","Buenos Aires, Argentina","1983-02-28","Buenos Aires, Argentina","Argentina",NA,NA,NA,1975
636,"Carlos Federico Ruckauf","trabajo","María Estela Martínez de Perón",1975-08-11,1976-02-04,177,0.484599589322382,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",583,49,985,49,1,"Democracia","Área Social","Área Social",4,"1944-07-10","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Justicialista
Unión Popular","Ramos Mejía, Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,1975
637,"Miguel Umanumo","trabajo","María Estela Martínez de Perón",1976-02-04,1976-03-24,49,0.134154688569473,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",632,0,1034,0,0,"Democracia","Área Social","Área Social",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976
638,"Ernesto Abelardo Corvalan Nauclares","justicia","María Estela Martínez de Perón",1975-07-11,1976-01-15,188,0.514715947980835,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",563,69,965,69,1,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1918-06-12","Mendoza",NA,"Abogado","Partido Justicialista","Mendoza, Argentina","2006-05-31","Mendoza, Argentina","Argentina",NA,NA,NA,1975
639,"José Alberto Deheza","justicia","María Estela Martínez de Perón",1976-01-15,1976-03-12,57,0.15605749486653,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",620,12,1022,12,1,"Democracia","Área político-Institucional","Área Justicia-Otros",2,"1921-06-16","Salta","Universidad Nacional de Córdoba","Abogado","Partido Justicialista[1]​","Salta (Argentina)","2001-09-10",NA,"Argentina",NA,NA,NA,1976
640,"Augusto Pedro Saffores","justicia","María Estela Martínez de Perón",1976-03-12,1976-03-24,12,0.0328542094455852,"1974-07-01","1976-03-24","1973-05-25","1976-03-24",632,0,1034,0,0,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1921-05-01","Buenos Aires",NA,"abogado","Partido Justicialista","Buenos Aires, Argentina","1982-04-26","Buenos Aires, Argentina","Argentina",NA,NA,NA,1976
641,"Alberto Eduardo Harguindiguy","interior","Jorge R. Videla",1976-03-29,1981-03-29,1826,4.99931553730322,"1976-03-24","1981-03-29","1976-03-24","1983-12-10",1831,0,1831,986,0,"Autoritarismo","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1927-02-11","Córdoba","Colegio Militar de la Nación","Político y oficial militar",NA,"Villa Valeria, Argentina","2012-10-29","Los Polvorines, Argentina","Argentina",NA,"Ejército Argentino (Caballería)","General de división[2]​",1976
642,"Cesar Augusto Guzzett","relaciones exteriores y culto","Jorge R. Videla",1976-03-29,1977-05-23,420,1.14989733059548,"1976-03-24","1981-03-29","1976-03-24","1983-12-10",425,1406,425,2392,1,"Autoritarismo","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1925-09-06","Buenos Aires",NA,"Militar",NA,"Buenos Aires (Argentina)","1988-05-23","Buenos Aires (Argentina)","Argentina",NA,"Armada Argentina","Vicealmirante[1]​",1976
643,"Oscar Antonio Montes","relaciones exteriores y culto","Jorge R. Videla",1977-05-23,1978-11-06,532,1.45653661875428,"1976-03-24","1981-03-29","1976-03-24","1983-12-10",957,874,957,1860,1,"Autoritarismo","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1924-03-17","Buenos Aires","Escuela Naval Militar (Argentina)",NA,NA,"Buenos Aires (Argentina)","2012-09-21","Buenos Aires (Argentina)","Argentina","Grupo de Tareas 3.3","Armada Argentina","Vicealmirante",1977
